00STIM061neutral	01STIM087smiling	02STIM102neutral	03STIM172smiling	04STIM011smiling	05STIM027smiling	06STIM039neutral	07STIM124neutral	08STIM092smiling	09STIM061smiling	10STIM030smiling	11STIM024smiling	12STIM064neutral	13STIM044smiling	14STIM066neutral	15STIM099neutral	16STIM033neutral	17STIM126neutral	18STIM039smiling	19STIM042neutral	20STIM121smiling	21STIM005smiling	22STIM137neutral	23STIM130neutral	24STIM082smiling	25STIM121neutral	26STIM070smiling	27STIM024neutral	28STIM091smiling	29STIM141neutral	30STIM136smiling	31STIM144smiling	32STIM038neutral	33STIM005neutral	34STIM101smiling	35STIM038smiling	36STIM034neutral	37STIM126smiling	38STIM043neutral	39STIM136neutral	rating	response	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	csf	white_matter	drift_1	drift_2	drift_3	drift_4	constant
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00738743	0.087714	-0.039988	0.0	-0.0	-0.000446203	53595.821806066175	34016.110984552026	0.07658314557930038	0.07658070801419767	0.07657664546316356	0.07657095801240238	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00456065	0.0567017	-0.0348164	0.000151459	-1.2094400000000001e-23	-0.000446203	53561.24927011246	34040.300434765384	0.07657664546316356	0.07655470892890938	0.0765181526932197	0.07646698373726209	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00451956	0.029227	-0.0163243	-0.000351706	1.31362e-23	-0.00024232	53456.4399059256	34021.61929843564	0.07656364578259761	0.07650271958500016	0.07640121183280461	0.07625917637170966	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00659722	0.012066	-0.013258	6.617439999999999e-24	0.00011444	-0.000277171	53773.006386516005	34001.85957590284	0.07654414764097107	0.07642475763280808	0.07622591220673533	0.07594781809348927	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00428328	0.108898	-0.0194972	-0.000583083	8.497530000000001e-05	-0.000191032	53757.23157709775	34038.273140513185	0.0765181526932197	0.07632084954034966	0.07599238771694289	0.07553333169019726	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00582147	0.054152	-0.0115933	-3.512830000000001e-07	-0.0	-0.000236254	53640.55109888624	34051.567329238416	0.07648566314570594	0.07619103058433398	0.07570081674019183	0.07501627998518672	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00866043	0.0309175	-0.0103444	-0.00035319	1.86535e-05	-0.00019787	53801.51496269464	34029.2388985167	0.0764466817560318	0.07603534483818628	0.07535142199182784	0.07439736507332015	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19538e-05	-0.038958	-0.0013943	-0.000355935	0.000110155	-6.96446e-05	53864.84304038711	34041.09871142665	0.07640121183280461	0.07585384515708506	0.07494447035565747	0.073677427367608	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03691e-05	0.0246153	-0.0145441	-0.000207294	0.000110155	-0.000278893	53851.481509515565	34023.75609638212	0.07634925723535635	0.07564659316001782	0.07448027268009007	0.07285744445802747	1.0
1.325738725554964e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00827632	0.0683944	-0.0095057	-8.18266e-05	0.000110155	-0.0001676859999999	54053.25323042821	34076.744256508086	0.07629082237341601	0.07541365920886141	0.07395918354069733	0.07193852978407132	1.0
0.001180607416931756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14771e-05	0.0351059	-0.010275	-0.000151757	0.000110155	-0.000142996	53909.29081963668	34105.59065551394	0.07622591220673533	0.0751551223844943	0.07338160096937223	0.07092193112282924	1.0
0.011254529961617485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98554e-05	-0.0521475	-0.00294761	-0.000225121	-1.68019e-05	-8.64716e-05	53747.888888137975	34028.61027003671	0.07615453224466781	0.07487107045994865	0.07274796615029389	0.06980902889465447	1.0
0.04393473263546798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00415313	0.0278673	-0.00892539	5.83589e-05	7.77138e-06	7.0748199999999984e-06	53994.48381406791	34067.49374813656	0.07607668854570113	0.07456159987061144	0.07205876308293074	0.06860133428871694	1.0
0.10359670245850067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.27723e-05	0.0748619999999999	-0.0121696	-4.55861e-05	-8.64345e-05	0.000265813	53976.147011516005	34094.91554976334	0.07599238771694289	0.07422681568148472	0.07131451821233953	0.06730048721098754	1.0
