00STIM117neutral	01STIM033neutral	02STIM130neutral	03STIM039smiling	04STIM038neutral	05STIM005neutral	06STIM070neutral	07STIM018neutral	08STIM126smiling	09STIM034neutral	10STIM044neutral	11STIM087smiling	12STIM126neutral	13STIM144smiling	14STIM099neutral	15STIM024smiling	16STIM130smiling	17STIM087neutral	18STIM064smiling	19STIM034smiling	20STIM172smiling	21STIM144neutral	22STIM082neutral	23STIM100smiling	24STIM061neutral	25STIM137smiling	26STIM006neutral	27STIM030smiling	28STIM172neutral	29STIM124smiling	30STIM043smiling	31STIM136neutral	32STIM018smiling	33STIM136smiling	34STIM039neutral	35STIM011neutral	36STIM101smiling	37STIM033smiling	38STIM005smiling	39STIM070smiling	rating	response	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	csf	white_matter	drift_1	drift_2	drift_3	drift_4	constant
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00452057	0.0951259	-0.0439501	0.000446523	0.000275041	0.0	56060.78538411458	33145.32293561233	0.07647110468924014	0.07646868490341435	0.07646465198375609	0.07645900601534122	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00511592	0.0409698	-0.033915	0.000652328	0.000309234	-7.44129e-05	55685.27235243056	33149.52014956736	0.07646465198375609	0.07644287544268183	0.07640658580136055	0.0763557899495802	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392555	0.0361916	0.000317596	4.069409999999999e-06	0.000223417	0.000117236	55448.32378472222	33130.93896111203	0.07645174711727348	0.07639126523234167	0.07629049753121256	0.07614949715489741	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00140674	0.0315985	0.00537201	4.069409999999999e-06	-2.62765e-05	0.000139589	55255.98607855904	33163.16868466618	0.07643239117871739	0.0763138716917035	0.07611647532911345	0.07584040611687318	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00394045	0.0999763	-0.0175413	0.00024217	-8.917069999999997e-05	-5.20382e-06	55056.75914351852	33119.00420249118	0.07640658580136055	0.07621072094238229	0.07588465134507849	0.07542893409388646	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.000239753	0.135946	-0.0162887	0.000498098	0.000110912	-0.000140846	54779.12413556135	33065.26370172876	0.07637433316268558	0.07608184779948203	0.07559520162298405	0.07491563655383565	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00391847	0.116577	-0.0202807	0.000573464	0.000363269	-0.00021538	54949.368265335645	33083.0849396954	0.07633563598420118	0.07592729575984491	0.07524834596688237	0.07430120642428298	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00572389	0.0722543	-0.0152757	0.000279545	0.000369583	5.705100000000001e-05	54952.33137297453	33133.586821630655	0.07629049753121256	0.0757471169873705	0.07484434777408537	0.07358647315703488	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00775461	0.0512195	-0.0181842	0.000716298	2.418e-05	0.000139566	54907.69311342593	33106.021015900566	0.07623892161254589	0.07554137229540948	0.07438351383514455	0.07277240160842101	1.0
1.3257655189333318e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00587282	0.100487	-0.03005	0.000347783	-6.12031e-06	3.87493e-05	54888.313237847215	33181.46599197164	0.07618091258022684	0.07531013112623822	0.07386619410087845	0.07186009073678357	1.0
0.0011806175252947213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00260426	0.0757551	-0.0300493	0.000245647	0.00031495	-0.000159085	54819.17483362269	33170.04488111313	0.07611647532911345	0.07505347152762071	0.073292781416625	0.0708507721189351	1.0
0.011254586596659745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.000377088	0.036435	-0.00887336	0.00016963	0.00031192	-7.69963e-05	54959.448922164345	33135.624892067164	0.07604561529648307	0.0747714801264663	0.07266371122392022	0.06974580828758781	1.0
0.04393487301974647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392295	0.0150264999999999	0.0081391	-0.000234696	8.198499999999998e-05	0.000153051	54992.203689236114	33190.90871925063	0.07596833846157348	0.07446425209959152	0.07197946122983007	0.06854669089199819	1.0
0.10359691604045082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00523431	0.108915	0.00254355	-0.0001684859999999	-8.91252e-05	5.188049999999999e-06	54992.45163483796	33235.28944945069	0.07588465134507849	0.0741318911415964	0.07124055104418643	0.06725503868431085	1.0
0.17771248309173984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00661475	0.11442	-0.0127046	0.0005150759999999	0.000311921	8.67492e-05	54944.45632957176	33162.22790075232	0.0757945610085976	0.0737745094298658	0.07044754178500265	0.065872595334319	1.0
0.24573343178239535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00394968	0.0872726	-0.0126972	0.000367289	0.00018482	-0.000275344	55074.90094762731	33180.28086993864	0.07569807505404019	0.07339222758670758	0.06960103565236844	0.0644012270755922	1.0
0.2909250365625473	4.493841234202046e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00372207	0.0852910999999999	-0.00546439	0.000681339	0.000190793	-9.03599e-05	55075.41696325231	33193.93687307098	0.07559520162298405	0.07298517463864068	0.06870167547114762	0.06284292018614884	1.0
0.3059904502605384	0.0007643072628150088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00169151	0.0622743	-0.012722	0.000526562	6.24954e-05	-3.75703e-05	54861.500043402775	33155.955039085464	0.07548594939598842	0.07255348797284647	0.0677501442028259	0.061199778307073946	1.0
