00STIM087smiling	01STIM034neutral	02STIM024neutral	03STIM039neutral	04STIM099smiling	05STIM092smiling	06STIM038smiling	07STIM102neutral	08STIM100smiling	09STIM172neutral	10STIM011smiling	11STIM099neutral	12STIM038neutral	13STIM082smiling	14STIM009smiling	15STIM141smiling	16STIM033neutral	17STIM030neutral	18STIM070smiling	19STIM036neutral	20STIM011neutral	21STIM137smiling	22STIM005smiling	23STIM061smiling	24STIM124neutral	25STIM101smiling	26STIM062smiling	27STIM018smiling	28STIM006neutral	29STIM036smiling	30STIM042neutral	31STIM066smiling	32STIM005neutral	33STIM039smiling	34STIM137neutral	35STIM124smiling	36STIM092neutral	37STIM136neutral	38STIM044neutral	39STIM012neutral	rating	response	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	csf	white_matter	drift_1	drift_2	drift_3	drift_4	constant
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23248e-05	-0.0735356	-0.016345	0.000362908	0.000717172	0.0	55026.22671932026	32888.71339445294	0.07658314557930038	0.07658070801419767	0.07657664546316356	0.07657095801240238	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31152e-05	0.0155384999999999	-0.0134179	0.000287014	0.000371245	-5.23089e-05	54673.75098369068	32871.009490678895	0.07657664546316356	0.07655470892890938	0.0765181526932197	0.07646698373726209	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.09855e-05	-0.0476617	-1.69072e-06	0.0	0.000410348	0.0	54217.77009794138	32792.68918134581	0.07656364578259761	0.07650271958500016	0.07640121183280461	0.07625917637170966	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.74084e-05	-0.112603	0.0158373999999999	0.0	0.000763636	0.0	54133.78755845119	32838.725572981915	0.07654414764097107	0.07642475763280808	0.07622591220673533	0.07594781809348927	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46345e-05	0.00227612	-0.00540719	3.5544000000000004e-05	0.000724279	0.0	54108.54610515512	32802.06989878529	0.0765181526932197	0.07632084954034966	0.07599238771694289	0.07553333169019726	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00499042	-0.0363852	2.26618e-05	-2.09163e-06	0.000415947	0.0	53928.07524520985	32817.84808004127	0.07648566314570594	0.07619103058433398	0.07570081674019183	0.07501627998518672	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.514689999999997e-05	-0.1026849999999999	0.0221415	-0.000350943	0.000655583	0.0	54011.251621664014	32825.63783580852	0.0764466817560318	0.07603534483818628	0.07535142199182784	0.07439736507332015	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.184299999999998e-05	-0.0455501	-4.63811e-05	-9.93945e-05	0.000326378	0.0	53932.88807310676	32834.946130140765	0.07640121183280461	0.07585384515708506	0.07494447035565747	0.073677427367608	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.404939999999998e-05	0.0256647	-5.09291e-05	-6.2351e-05	0.000146852	-1.6543599999999996e-24	53957.22587819343	32840.59105610398	0.07634925723535635	0.07564659316001782	0.07448027268009007	0.07285744445802747	1.0
1.325738725554964e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.646989999999997e-05	-0.0648653	-4.77655e-05	-0.000158607	3.08364e-05	0.0	53919.449122519385	32878.845058225226	0.07629082237341601	0.07541365920886141	0.07395918354069733	0.07193852978407132	1.0
