onset	duration	trial_type	expression	face_id	face_age	face_sex	face_eth	average_attractiveness	catch	rating_score	response_hand	subject_attractiveness	subject_dominance	subject_trustworthiness
6.017512604626062	1.2333106239266272	00STIM006neutral	neutral	6.0	31.0	female	west_asian	-0.7698428678091969	0.0	n/a	n/a	-1.815	-1.935	-1.49
11.017378883753736	1.2333094165151124	01STIM101smiling	smiling	101.0	37.0	male	white	0.872085377618515	0.0	n/a	n/a	2.75	1.7650000000000001	-0.6300000000000001
16.01725602958868	1.2333184721046564	02STIM039smiling	smiling	39.0	27.0	female	white	1.1740638798255831	1.0	n/a	n/a	1.5700000000000003	-2.415	2.005
19.25887908101413	1.9915695479849087	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.008664388078607	1.2416644052846095	03STIM033smiling	smiling	33.0	28.0	male	white	0.8814556555431352	0.0	n/a	n/a	1.3449999999999998	2.635	-1.955
30.00854153391356	1.2416547459897629	04STIM011smiling	smiling	11.0	36.0	female	white	-0.3524395784397657	0.0	n/a	n/a	-2.2199999999999998	0.7050000000000001	-0.41999999999999993
35.016721749805576	1.233319075809959	05STIM034smiling	smiling	34.0	24.0	female	east_asian	-0.18888563648276357	0.0	n/a	n/a	-0.9450000000000001	-0.5149999999999999	-0.855
40.00836525177056	1.2415427585319776	06STIM144neutral	neutral	144.0	27.0	female	white	0.4499969492867738	0.0	n/a	n/a	1.4850000000000003	-1.56	1.505
45.01647362665153	1.2333184721046564	07STIM117smiling	smiling	117.0	26.0	male	white	-0.30771779743589683	0.0	n/a	n/a	0.29499999999999993	3.22	-2.76
50.01632239830633	1.2333163591338234	08STIM034neutral	neutral	34.0	24.0	female	east_asian	-0.18888563648276357	0.0	n/a	n/a	-0.9450000000000001	-0.5149999999999999	-0.855
55.016204071936045	1.2333003609255684	09STIM117neutral	neutral	117.0	26.0	male	white	-0.30771779743589683	0.0	n/a	n/a	0.29499999999999993	3.22	-2.76
60.01605586212099	1.2333293388119273	10STIM044smiling	smiling	44.0	22.0	male	black	-0.3388100832766817	0.0	n/a	n/a	0.5249999999999999	-0.01500000000000011	0.03500000000000014
65.01592002827692	1.2333142461629905	11STIM038smiling	smiling	38.0	40.0	female	west_asian	-1.6123160375772936	1.0	n/a	n/a	-3.8449999999999998	-2.285	-2.125
68.24919805208174	1.999931479373117	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69.42426101106867	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-3.0	right	n/a	n/a	n/a
74.02400878271419	1.2333118313390514	12STIM091smiling	smiling	91.0	20.0	female	white	0.9270292799946956	0.0	n/a	n/a	1.2199999999999998	-1.71	1.125
79.02389226746162	1.2332949275723877	13STIM136smiling	smiling	136.0	54.0	female	white	-0.8533235256830828	0.0	n/a	n/a	-3.465	-1.455	-2.2
84.0237588484424	1.2333106239275369	14STIM033neutral	neutral	33.0	28.0	male	white	0.8814556555431352	0.0	n/a	n/a	1.3449999999999998	2.635	-1.955
89.015439780178	1.2414983861435758	15STIM005smiling	smiling	5.0	28.0	male	east_asian	-1.635315810664997	1.0	n/a	n/a	-1.985	-1.8399999999999999	-1.51
92.25688715316663	1.999943553491903	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
92.80170764270588	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-2.0	right	n/a	n/a	n/a
